Fecha,Indice general,Alimentos y bebidad,Vivienda,Educación,Transporte
01/03/2014,84.965292000000,82.860757000000,90.346441000000,83.854243000000,84.436026000000
01/04/2014,84.806779000000,83.110027000000,90.491498000000,83.875132000000,84.587705000000
01/05/2014,84.535579000000,83.502319000000,90.646956000000,83.950736000000,84.922406000000
01/06/2014,84.682072000000,83.786476000000,90.809366000000,84.069415000000,84.974217000000
01/07/2014,84.914959000000,83.947042000000,90.931851000000,84.132993000000,85.069667000000
01/08/2014,85.219965000000,84.251553000000,91.075712000000,84.899513000000,85.205244000000
01/09/2014,85.596340000000,84.425010000000,91.246462000000,86.822073000000,85.277619000000
01/10/2014,86.069626000000,84.650553000000,91.385075000000,86.823183000000,85.326278000000
01/11/2014,86.763778000000,84.728666000000,91.534754000000,86.823198000000,85.444365000000
01/12/2014,87.188984000000,84.925968000000,91.697927000000,86.823213000000,85.537638000000
01/01/2015,87.110103000000,85.320146000000,91.880965000000,87.185851000000,86.119697000000
01/02/2015,87.275377000000,85.330578000000,92.065055000000,87.500591000000,86.443147000000
01/03/2015,87.630717000000,85.332934000000,92.225106000000,87.547675000000,86.624957000000
01/04/2015,87.403840000000,85.508597000000,92.406669000000,87.568234000000,86.687969000000
01/05/2015,86.967366000000,85.547324000000,92.538313000000,87.613161000000,86.735713000000
01/06/2015,87.113108000000,85.751339000000,92.692284000000,87.681230000000,86.819117000000
01/07/2015,87.240820000000,85.849581000000,92.826153000000,87.800336000000,86.835835000000
01/08/2015,87.424875000000,86.013660000000,92.964747000000,88.702314000000,87.241306000000
01/09/2015,87.752419000000,86.324182000000,93.101547000000,90.532709000000,87.584053000000
01/10/2015,88.203919000000,86.667244000000,93.205078000000,90.541877000000,87.803965000000
01/11/2015,88.685468000000,86.906376000000,93.373432000000,90.541942000000,87.902764000000
01/12/2015,89.046818000000,87.204879000000,93.543650000000,90.545244000000,87.941122000000
01/01/2016,89.386381000000,87.528111000000,93.774344000000,90.954878000000,88.937786000000
01/02/2016,89.777781000000,87.769607000000,93.997313000000,91.151335000000,89.280115000000
01/03/2016,89.910001000000,88.061216000000,94.219966000000,91.161234000000,89.337814000000
01/04/2016,89.625278000000,88.391466000000,94.408216000000,91.176761000000,88.261670000000
01/05/2016,89.225615000000,88.786228000000,94.591882000000,91.220866000000,87.782574000000
01/06/2016,89.324028000000,89.100356000000,94.780469000000,91.312349000000,87.860413000000
01/07/2016,89.556914000000,89.169532000000,94.974595000000,91.466178000000,89.617481000000
01/08/2016,89.809333000000,89.234415000000,95.116462000000,92.307464000000,89.680637000000
01/09/2016,90.357744000000,89.827535000000,95.258701000000,94.398483000000,89.773600000000
01/10/2016,90.906154000000,90.281018000000,95.430838000000,94.401127000000,89.930255000000
01/11/2016,91.616834000000,90.557127000000,95.598502000000,94.401127000000,90.029567000000
01/12/2016,92.039035000000,91.045768000000,95.802299000000,94.401127000000,90.231621000000
01/01/2017,93.603882000000,92.142297000000,96.080272000000,94.859567000000,92.052061000000
01/02/2017,94.144780000000,93.064929000000,96.391790000000,95.165704000000,92.798585000000
01/03/2017,94.722489000000,93.777576000000,96.631107000000,95.177153000000,93.174278000000
01/04/2017,94.838933000000,94.378880000000,96.814318000000,95.186149000000,93.814664000000
01/05/2017,94.725494000000,94.808511000000,97.014382000000,95.237285000000,95.552256000000
01/06/2017,94.963640000000,95.251697000000,97.219206000000,95.300788000000,95.636643000000
01/07/2017,95.322736000000,95.634984000000,97.407791000000,95.417432000000,95.881699000000
01/08/2017,95.793768000000,95.991444000000,97.610687000000,96.579246000000,96.306126000000
01/09/2017,96.093515000000,96.157515000000,97.773097000000,98.867315000000,95.231022000000
01/10/2017,96.698269000000,96.359369000000,97.961729000000,98.872823000000,97.208204000000
01/11/2017,97.695174000000,96.751388000000,98.164608000000,98.872823000000,97.368463000000
01/12/2017,98.272883000000,97.254010000000,98.342003000000,98.872823000000,97.772512000000
01/01/2018,98.794999699501,98.129261875585,98.600069017153,99.312085723774,98.779739045245
01/02/2018,99.171374481640,98.616312621932,98.852632736148,99.758607618611,99.370066144848
01/03/2018,99.492156980588,98.793505898234,99.082465836237,99.780475826782,99.559124873340
01/04/2018,99.154847046097,99.001108384959,99.295776920756,99.790596115436,99.777332942768
01/05/2018,98.994080173087,99.294080386309,99.503242511042,99.829497610273,99.881101994951
01/06/2018,99.376464931787,99.530589667891,99.744077292399,99.884181553376,99.924558868953
01/07/2018,99.909099104514,99.951372163252,99.953135026628,99.988609440524,100.003941609062
01/08/2018,100.492000000000,100.362364401100,100.111887786200,101.427904907400,100.255171397000
01/09/2018,100.917000000000,100.771150583000,100.336932852900,103.504281572000,100.394793439500
01/10/2018,101.440000000000,101.027714759800,100.499182671900,103.510033677200,100.566438424400
01/11/2018,102.303000000000,101.386814106200,100.720432781300,103.510033677200,100.669027297400
01/12/2018,103.020000000000,101.854202167100,100.916082892500,103.510033677200,100.854487422800
01/01/2019,103.108000000000,102.344648409400,101.157402029200,103.960454512100,102.191334886000
01/02/2019,103.079000000000,102.898350719900,101.438506608400,104.589209615600,102.776426609400
01/03/2019,103.476000000000,103.293705916400,101.740209041300,104.606861444100,102.997580436900
01/04/2019,103.531000000000,103.705424234600,102.054235775700,104.619837634300,103.286607104400
01/05/2019,103.233000000000,104.140555967600,102.323499889400,104.679955377100,103.513177004500
01/06/2019,103.299000000000,104.513675527800,102.581208106700,104.736865977600,103.656780159000
01/07/2019,103.687000000000,104.816924837000,102.808093255800,104.894749530900,104.042757811700
01/08/2019,103.670000000000,105.007389763600,103.030373368900,106.153535528900,104.562461998600
01/09/2019,103.942000000000,105.415752127600,103.241569465700,108.398317542800,104.763206714000
01/10/2019,104.503000000000,105.747586765400,103.444918619600,108.402090580600,105.369161072500
01/11/2019,105.346000000000,106.007202793800,103.618915194500,108.402090580600,105.793346108400
01/12/2019,105.934000000000,106.381952057100,103.857177379700,108.402090580600,105.942711364400
01/01/2020,106.447000000000,107.560341078500,104.123603336200,108.839353211900,107.374169032000
01/02/2020,106.889000000000,108.032967152300,104.425119587500,109.347904201700,107.766282716900
01/03/2020,106.838000000000,108.514416182400,104.721110815600,109.398227152000,108.126429827700
01/04/2020,105.755000000000,109.704282411000,104.972628579000,109.398227152000,108.259523326000
01/05/2020,106.162000000000,110.989143654300,105.057736171500,109.398227152000,108.324866427700
01/06/2020,106.743000000000,111.398632813400,105.132066084400,109.400079555400,107.983985438000
01/07/2020,107.444000000000,112.039719957600,105.251676132700,109.419005047500,108.216308750700
01/08/2020,107.867000000000,112.397277478800,105.380568712500,109.459529852600,109.010756526300
01/09/2020,108.114000000000,112.781846432700,105.508043517500,110.741478146200,109.447256514700
01/10/2020,108.774000000000,113.071760090500,105.636006008700,110.691993251700,109.460027815300
01/11/2020,108.856000000000,113.208321157300,105.787160891000,110.691993251700,109.451611678300
01/12/2020,109.271000000000,113.620669813900,105.939306391400,110.691993251700,109.446618418900
01/01/2021,110.210000000000,114.400968535300,106.144357665400,110.570469258200,110.100733767100
01/02/2021,110.907000000000,114.885542337000,106.356584936000,110.613089387000,110.334015916800
01/03/2021,111.824000000000,115.551522425200,106.598842179300,110.621487295600,110.459454305800
01/04/2021,112.190000000000,116.149760254000,106.790597667700,110.621947463400,110.652228094500
01/05/2021,112.419000000000,117.087143022500,107.014552531500,110.623710638900,110.766849308500
01/06/2021,113.018000000000,117.977763009700,107.213742853200,110.656047069500,110.922483720700
01/07/2021,113.682000000000,118.916291369500,107.448358728700,110.763668112500,110.998605680800
01/08/2021,113.899000000000,119.714219807900,107.662908980700,111.557154752700,111.177260030800
01/09/2021,114.601000000000,120.525661648500,107.891959187200,113.000627458300,111.486052000100
01/10/2021,115.561000000000,121.167740494700,108.134338089400,113.002139848600,111.518507567100
01/11/2021,116.884000000000,121.799433192000,108.390692884900,113.002139848600,111.608772041300
01/12/2021,117.308000000000,122.832925490800,108.627609222900,113.002139848600,111.968215431600
01/01/2022,118.002000000000,124.422436274600,108.916034751300,113.593934720600,113.113418970900
01/02/2022,118.981000000000,125.686362046000,109.247189446100,114.141096006200,113.940838285500
01/03/2022,120.159000000000,127.196546660000,109.496671660300,114.141770774500,114.305048135200
01/04/2022,120.809000000000,128.790721549900,109.733001491100,114.141770774500,114.416236571500
01/05/2022,121.022000000000,130.281233551300,110.055666953200,114.210954511000,114.547869422400
01/06/2022,122.044000000000,131.945067524600,110.400965442100,114.308978260600,115.495783471700
01/07/2022,122.948000000000,133.292396202100,110.696640066900,114.387832432000,116.496248664300
01/08/2022,123.803000000000,135.200201071100,111.018428395500,115.666024419200,116.948616500100
01/09/2022,124.571000000000,136.656430116500,111.288485804800,118.071610244800,117.318526926500
01/10/2022,125.276000000000,138.070146438600,111.531690529200,118.071610244800,117.561879028100
01/11/2022,125.997000000000,138.962997700000,111.759503741100,118.071610244800,117.870734614300
01/12/2022,126.478000000000,140.197434711300,112.071724870500,118.071610244900,118.109579856200
01/01/2023,127.336000000000,141.945625660600,112.600544855000,118.678700442300,119.558347659200
01/02/2023,128.046000000000,142.909872878800,112.994953146200,119.651206449700,120.701097105500
01/03/2023,128.389000000000,143.663000486900,113.369318120500,119.707770117000,121.562228189700
01/04/2023,128.363000000000,144.429928464400,113.755956949000,119.707770117000,122.174934309900
01/05/2023,128.084000000000,145.183781058400,114.099707724000,119.783789156300,122.558390426500
01/06/2023,128.214000000000,145.790217317700,114.443059330000,119.849184189500,122.730023358500
01/07/2023,128.832000000000,146.343179245100,114.748326713800,120.014158788100,122.917710598600
01/08/2023,129.545000000000,146.605013356800,115.003164569600,122.016283580700,123.075136520200
01/09/2023,130.120000000000,147.004358592400,115.270425812000,125.854807203900,123.343282161000
01/10/2023,130.609000000000,147.671939264900,115.621161443100,125.864071815000,123.476673054000
01/11/2023,131.445000000000,148.382434448900,115.943803272000,125.864071815000,123.574457945200
01/12/2023,132.373000000000,148.960184876400,116.155798147500,125.864071815000,123.805918601200
01/01/2024,133.555000000000,149.809438995300,116.702510880600,126.547553460500,124.683564553400
01/02/2024,133.681000000000,150.412773372900,117.210909238700,127.299852560600,125.377755101700
01/03/2024,134.065000000000,150.861004657800,117.658599523400,127.319588804200,125.670153066100
01/04/2024,134.336000000000,151.341558139900,117.995254718100,127.319588804200,125.931956855300
01/05/2024,134.087000000000,151.709475793700,118.451412888100,127.383317609900,126.093014569500
01/06/2024,134.594000000000,151.938043435500,118.871030268700,127.459836136500,126.520889040800
01/07/2024,136.003000000000,152.245686312500,119.294139735000,127.651170709000,127.121378465000
01/08/2024,136.013000000000,152.663416074700,119.603120928900,129.451806276300,127.650733759700
01/09/2024,136.080000000000,152.760255231600,119.940953123200,133.138286744800,128.191952594900
01/10/2024,136.828000000000,153.295492090400,120.229015238400,133.153342063100,128.159614082000
