date,oro,plata,petroleo,gas_natural,indice_oro,indice_plata,indice_petroleo,indice_gas_natural,indice_general_mx,alimentos_bebidas_mx,vivienda_mx,educacion_mx,transporte_mx,indice_general_es,alimentos_bebidas_es,vivienda_es,educacion_es,transporte_es,sui_h_es,sui_m_es,sui_es,sui_m_mx,sui_h_mx,sui_mx
2003-07-01,354.0,5.12,30.54,4.72,28.532280164423305,30.899215449607727,66.33362293657689,155.26315789473685,54.05,44.63,66.72,46.41,49.17,72.88,69.8,61.16,61.51,66.65,220.83333333333334,69.0,289.8333333333333,58.166666666666664,282.5,342.0
2003-08-01,375.7,5.11,31.57,4.73,30.28129281857016,30.83886541943271,68.57080799304953,155.5921052631579,54.22,44.69,66.93,47.41,49.24,73.21,70.4,61.28,61.52,67.05,220.83333333333334,69.0,289.8333333333333,58.166666666666664,282.5,342.0
2003-09-01,385.4,5.14,29.2,4.83,31.063109534939947,31.01991550995775,63.4231103388358,158.88157894736844,54.54,44.75,67.13,49.62,49.34,73.43,71.02,61.36,61.96,67.01,220.83333333333334,69.0,289.8333333333333,58.166666666666664,282.5,342.0
2003-10-01,384.5,5.06,29.11,4.89,30.990569839606675,30.53711526855763,63.227628149435276,160.85526315789474,54.74,44.96,67.34,49.62,49.41,73.93,71.06,61.53,63.4,66.46,220.83333333333334,69.0,289.8333333333333,58.166666666666664,282.5,342.0
2003-11-01,396.8,5.36,30.41,4.93,31.98194567582816,32.347616173808085,66.05125977410947,162.17105263157893,55.19,45.24,67.48,49.63,49.52,74.17,71.16,61.7,63.54,66.48,220.83333333333334,69.0,289.8333333333333,58.166666666666664,282.5,342.0
2003-12-01,415.7,5.95,32.52,6.19,33.505279277827036,35.908267954133976,70.63423110338837,203.6184210526316,55.43,45.54,67.61,49.63,49.56,74.29,71.47,61.73,63.58,66.5,220.83333333333334,69.0,289.8333333333333,58.166666666666664,282.5,342.0
2004-01-01,402.2,6.25,33.05,5.4,32.417183847827836,37.718768859384426,71.78540399652475,177.63157894736844,55.77,45.96,67.84,49.76,50.92,73.77,71.83,62.16,63.76,66.99,220.91666666666666,71.33333333333333,292.25,56.5,284.5,343.0833333333333
2004-02-01,414.75,7.095000000000001,34.405,5.665,33.42870959941968,42.81834640917321,74.72849695916595,186.3486842105263,56.11,46.35,68.15,49.96,51.87,73.81,71.54,62.32,63.84,67.41,220.91666666666666,71.33333333333333,292.25,56.5,284.5,343.0833333333333
2004-03-01,427.3,7.94,35.76,5.93,34.44023535101153,47.917923958961985,77.67158992180711,195.0657894736842,56.3,46.6,68.56,50.03,52.28,74.32,71.91,62.62,63.85,68.14,220.91666666666666,71.33333333333333,292.25,56.5,284.5,343.0833333333333
2004-04-01,387.0,6.08,37.38,5.86,31.19206899331023,36.692818346409176,81.19026933101652,192.76315789473685,56.38,46.8,68.92,50.13,52.97,75.34,72.26,62.86,63.87,68.83,220.91666666666666,71.33333333333333,292.25,56.5,284.5,343.0833333333333
2004-05-01,394.0,6.11,39.88,6.44,31.75626662368018,36.873868436934224,86.62033014769767,211.84210526315792,56.24,47.01,69.16,50.21,53.07,75.78,72.58,63.07,63.88,69.96,220.91666666666666,71.33333333333333,292.25,56.5,284.5,343.0833333333333
2004-06-01,392.6,5.78,37.05,6.16,31.643427097606192,34.88231744115872,80.47350130321459,202.6315789473684,56.33,47.23,69.32,50.27,53.09,75.9,72.59,63.21,63.89,70.08,220.91666666666666,71.33333333333333,292.25,56.5,284.5,343.0833333333333
2004-07-01,391.0,6.55,43.8,6.11,31.514467639235917,39.529269764634876,95.13466550825369,200.98684210526318,56.48,47.41,69.47,50.41,53.23,75.33,72.91,63.41,63.92,70.18,220.91666666666666,71.33333333333333,292.25,56.5,284.5,343.0833333333333
2004-08-01,404.85,6.734999999999999,46.72,6.455,32.63077295075361,40.645745322872656,101.47697654213728,212.33552631578948,56.83,47.62,69.59,50.96,53.3,75.66,73.12,63.64,63.93,70.92,220.91666666666666,71.33333333333333,292.25,56.5,284.5,343.0833333333333
2004-09-01,418.7,6.92,49.64,6.8,33.747078262271295,41.76222088111044,107.81928757602086,223.6842105263158,57.3,47.88,69.77,53.35,53.36,75.8,73.14,63.79,64.47,71.05,220.91666666666666,71.33333333333333,292.25,56.5,284.5,343.0833333333333
2004-10-01,428.5,7.29,51.76,8.73,34.53695494478923,43.995171997586,112.42397914856646,287.17105263157896,57.69,48.22,69.88,53.35,53.46,76.58,73.17,64.34,65.76,71.86,220.91666666666666,71.33333333333333,292.25,56.5,284.5,343.0833333333333
2004-11-01,451.3,7.72,49.13,7.62,36.37462722656565,46.59022329511164,106.7115551694179,250.65789473684214,58.19,48.42,70.0,53.35,53.55,76.77,73.44,64.37,66.17,71.43,220.91666666666666,71.33333333333333,292.25,56.5,284.5,343.0833333333333
2004-12-01,437.5,6.81,43.45,6.15,35.26235189812203,41.09837054918527,94.37445699391834,202.3026315789474,58.31,48.74,70.11,53.35,53.7,76.69,73.64,64.28,66.24,70.52,220.91666666666666,71.33333333333333,292.25,56.5,284.5,343.0833333333333
