date,oro,plata,petroleo,gas_natural,indice_oro,indice_plata,indice_petroleo,indice_gas_natural,indice_general_mx,alimentos_bebidas_mx,vivienda_mx,educacion_mx,transporte_mx,indice_general_es,alimentos_bebidas_es,vivienda_es,educacion_es,transporte_es,sui_h_es,sui_m_es,sui_es,sui_m_mx,sui_h_mx,sui_mx
2005-01-01,421.8,6.74,48.2,6.32,33.996937212863706,40.67592033796017,104.69157254561252,207.89473684210526,58.31,49.0,70.3,53.64,54.33,76.05,74.15,64.62,66.51,70.43,214.16666666666666,69.08333333333333,283.25,61.25,297.5833333333333,359.5
2005-02-01,436.5,7.36,51.75,6.73,35.181752236640605,44.41762220881111,112.40225890529973,221.38157894736844,58.5,49.21,70.56,53.76,54.61,76.24,74.01,64.88,66.53,71.4,214.16666666666666,69.08333333333333,283.25,61.25,297.5833333333333,359.5
2005-03-01,428.7,7.19,55.4,7.65,34.553074877085514,43.391671695835846,120.33014769765423,251.64473684210526,58.77,49.35,70.66,53.81,54.81,76.85,74.32,65.38,66.55,72.33,214.16666666666666,69.08333333333333,283.25,61.25,297.5833333333333,359.5
2005-04-01,435.0,6.9,49.72,6.59,35.060852744418476,41.64152082076041,107.99304952215465,216.77631578947367,58.98,49.45,70.79,53.85,55.08,77.95,74.8,66.28,66.58,73.17,214.16666666666666,69.08333333333333,283.25,61.25,297.5833333333333,359.5
2005-05-01,435.45,6.965,53.11,6.785,35.097122592085114,42.03379601689801,115.35621198957429,223.1907894736842,58.83,49.6,70.87,53.9,55.16,78.1,74.88,66.3,66.58,73.24,214.16666666666666,69.08333333333333,283.25,61.25,297.5833333333333,359.5
2005-06-01,435.9,7.03,56.5,6.98,35.133392439751745,42.42607121303561,122.71937445699392,229.60526315789474,58.77,49.75,70.98,54.01,55.27,78.28,74.88,66.52,66.59,73.8,214.16666666666666,69.08333333333333,283.25,61.25,297.5833333333333,359.5
2005-07-01,429.9,7.24,60.57,7.89,34.64979447086322,43.69342184671092,131.55951346655084,259.5394736842105,59.0,49.78,71.12,54.06,55.25,77.81,74.72,67.08,66.62,75.04,214.16666666666666,69.08333333333333,283.25,61.25,297.5833333333333,359.5
2005-08-01,433.8,6.78,68.94,11.47,34.96413315064077,40.91732045866023,149.7393570807993,377.3026315789474,59.07,49.85,71.23,54.59,55.32,78.15,75.0,67.38,66.63,75.87,214.16666666666666,69.08333333333333,283.25,61.25,297.5833333333333,359.5
2005-09-01,469.0,7.46,66.24,13.92,37.801241234786815,45.021122510561256,143.87489139878366,457.8947368421052,59.31,50.05,71.42,56.89,55.47,78.63,75.16,67.67,67.12,77.53,214.16666666666666,69.08333333333333,283.25,61.25,297.5833333333333,359.5
2005-10-01,465.1,7.55,59.76,12.2,37.48690255500927,45.56427278213639,129.80017376194613,401.31578947368416,59.45,50.23,71.63,56.89,55.48,79.27,75.3,68.08,68.74,76.97,214.16666666666666,69.08333333333333,283.25,61.25,297.5833333333333,359.5
2005-11-01,494.6,8.28,57.32,12.63,39.86459256871121,49.969824984912485,124.50043440486533,415.4605263157895,59.88,50.34,71.78,56.89,55.59,79.39,75.75,68.21,68.91,75.57,214.16666666666666,69.08333333333333,283.25,61.25,297.5833333333333,359.5
2005-12-01,517.1,8.82,61.04,11.23,41.67808495204321,53.22872661436331,132.5803649000869,369.40789473684214,60.25,50.54,71.9,56.89,55.67,79.56,76.71,68.13,68.95,74.9,214.16666666666666,69.08333333333333,283.25,61.25,297.5833333333333,359.5
2006-01-01,539.35,9.27,61.224999999999994,8.97,43.47142742000484,55.944477972238985,132.98218940052126,295.0657894736843,60.6,50.76,72.16,57.03,56.05,79.23,77.43,69.64,69.05,76.02,209.33333333333334,61.166666666666664,270.5,59.416666666666664,296.0833333333333,356.4166666666667
2006-02-01,561.6,9.72,61.41,6.71,45.26476988796647,58.66022933011467,133.3840139009557,220.72368421052633,60.7,50.99,72.46,57.22,56.09,79.27,77.22,69.93,69.1,76.54,209.33333333333334,61.166666666666664,270.5,59.416666666666664,296.0833333333333,356.4166666666667
2006-03-01,581.8,11.48,66.63,7.21,46.89288304989119,69.28183464091731,144.72198088618592,237.17105263157893,60.77,51.13,72.81,57.29,56.22,79.83,77.25,70.28,69.13,76.99,209.33333333333334,61.166666666666664,270.5,59.416666666666664,296.0833333333333,356.4166666666667
2006-04-01,651.8,13.51,71.88,6.55,52.53485935359071,81.53289076644538,156.12510860121634,215.46052631578948,60.86,51.22,73.12,57.36,56.26,80.96,77.4,71.03,69.18,78.1,209.33333333333334,61.166666666666664,270.5,59.416666666666664,296.0833333333333,356.4166666666667
2006-05-01,642.5,12.4,71.29,6.38,51.78528250181349,74.8340374170187,154.84361424847958,209.8684210526316,60.59,51.32,73.43,57.44,56.31,81.25,77.56,71.29,69.18,78.99,209.33333333333334,61.166666666666664,270.5,59.416666666666664,296.0833333333333,356.4166666666667
2006-06-01,613.5,10.91,73.98,6.09,49.44789231885226,65.84188292094146,160.6863596872285,200.32894736842107,60.64,51.47,73.73,57.53,56.35,81.37,77.98,71.37,69.19,78.73,209.33333333333334,61.166666666666664,270.5,59.416666666666664,296.0833333333333,356.4166666666667
2006-07-01,634.2,11.32,74.4,8.21,51.11630531151769,68.31623415811708,161.59860990443093,270.0657894736843,60.81,51.61,73.92,57.57,56.48,80.89,78.3,71.62,69.23,79.36,209.33333333333334,61.166666666666664,270.5,59.416666666666664,296.0833333333333,356.4166666666667
2006-08-01,625.9,12.9,70.26,6.05,50.447328121221894,77.85153892576946,152.60642919200694,199.01315789473685,61.12,51.71,74.08,58.05,56.82,81.06,78.42,71.69,69.25,79.48,209.33333333333334,61.166666666666664,270.5,59.416666666666664,296.0833333333333,356.4166666666667
2006-09-01,598.6,11.45,62.91,5.62,48.24695736277908,69.10078455039226,136.64205039096439,184.86842105263156,61.74,52.11,74.2,60.13,56.87,80.92,78.64,71.62,69.78,77.68,209.33333333333334,61.166666666666664,270.5,59.416666666666664,296.0833333333333,356.4166666666667
2006-10-01,622.75,12.69,63.019999999999996,7.23,50.19343918755541,76.58418829209414,136.88097306689835,237.82894736842107,62.01,52.37,74.29,60.13,56.91,81.25,78.6,71.39,71.48,76.18,209.33333333333334,61.166666666666664,270.5,59.416666666666664,296.0833333333333,356.4166666666667
2006-11-01,646.9,13.93,63.13,8.84,52.13992101233175,84.06759203379602,137.1198957428323,290.7894736842105,62.33,52.7,74.4,60.13,56.94,81.46,78.73,71.42,71.9,75.97,209.33333333333334,61.166666666666664,270.5,59.416666666666664,296.0833333333333,356.4166666666667
2006-12-01,635.2,12.82,61.05,6.3,51.196904972999114,77.36873868436935,132.6020851433536,207.23684210526315,62.69,53.12,74.58,60.14,57.06,81.68,79.15,71.5,71.99,76.26,209.33333333333334,61.166666666666664,270.5,59.416666666666664,296.0833333333333,356.4166666666667
2007-01-01,652.0,13.51,58.14,7.67,52.550979285887,81.53289076644538,126.28149435273674,252.30263157894734,63.02,53.89,74.89,60.25,57.92,81.13,79.28,72.34,72.23,76.18,205.25,66.66666666666667,271.9166666666667,63.5,295.5,366.1666666666667
2007-02-01,669.4,14.1,61.79,7.3,53.95341339566373,85.09354254677127,134.20938314509124,240.1315789473684,63.19,54.08,75.22,60.43,58.22,81.18,79.15,72.58,72.28,76.46,205.25,66.66666666666667,271.9166666666667,63.5,295.5,366.1666666666667
2007-03-01,663.0,13.39,65.87,7.73,53.43757556218264,80.80869040434521,143.07124239791486,254.27631578947373,63.33,54.16,75.43,60.5,58.29,81.8,79.46,73.02,72.3,77.56,205.25,66.66666666666667,271.9166666666667,63.5,295.5,366.1666666666667
2007-04-01,662.0,13.4,64.94,7.83,53.35697590070122,80.86904043452023,141.05125977410947,257.5657894736842,63.29,54.28,75.63,60.56,58.33,82.93,79.91,73.27,72.32,78.62,205.25,66.66666666666667,271.9166666666667,63.5,295.5,366.1666666666667
2007-05-01,661.0,13.41,64.01,7.93,53.27637623921979,80.92939046469523,139.0312771503041,260.85526315789474,62.98,54.48,75.79,60.62,58.36,83.16,80.01,73.41,72.32,79.37,205.25,66.66666666666667,271.9166666666667,63.5,295.5,366.1666666666667
2007-06-01,648.1,12.35,70.68,6.77,52.236640606109454,74.53228726614363,153.5186794092094,222.6973684210526,63.06,54.75,75.91,60.77,58.43,83.31,80.15,73.6,72.34,79.69,205.25,66.66666666666667,271.9166666666667,63.5,295.5,366.1666666666667
2007-07-01,660.55,12.205,72.36000000000001,6.119999999999999,53.240106391553155,73.65721182860592,157.16768027801916,201.3157894736842,63.33,55.09,76.05,60.82,58.5,82.7,80.36,73.85,72.39,79.85,205.25,66.66666666666667,271.9166666666667,63.5,295.5,366.1666666666667
2007-08-01,673.0,12.06,74.04,5.47,54.24357217699686,72.78213639106819,160.81668114682884,179.93421052631578,63.58,55.37,76.24,61.47,58.64,82.82,80.62,73.94,72.39,79.44,205.25,66.66666666666667,271.9166666666667,63.5,295.5,366.1666666666667
2007-09-01,742.8,13.79,81.66,6.87,59.869428548400094,83.2226916113458,177.36750651607298,225.98684210526315,64.08,55.77,76.44,63.54,58.7,83.09,81.35,73.91,72.93,79.67,205.25,66.66666666666667,271.9166666666667,63.5,295.5,366.1666666666667
2007-10-01,792.0,14.38,94.53,8.33,63.834931893286054,86.78334339167169,205.3214596003475,274.0131578947369,64.33,56.33,76.55,63.54,58.77,84.17,82.93,74.41,74.69,79.9,205.25,66.66666666666667,271.9166666666667,63.5,295.5,366.1666666666667
2007-11-01,782.2,13.96,88.71,7.3,63.04505521076812,84.24864212432107,192.6802780191138,240.1315789473684,64.78,56.73,76.7,63.54,58.82,84.77,83.67,74.81,74.86,81.0,205.25,66.66666666666667,271.9166666666667,63.5,295.5,366.1666666666667
2007-12-01,834.9,14.8,95.98,7.48,67.29265737083904,89.31804465902233,208.4708948740226,246.0526315789474,65.05,57.11,76.83,63.55,58.94,85.12,84.39,74.9,74.92,81.66,205.25,66.66666666666667,271.9166666666667,63.5,295.5,366.1666666666667
2008-01-01,922.7,16.95,91.75,8.07,74.36930764890788,102.29330114665056,199.28323197219808,265.4605263157895,65.35,57.61,77.23,63.76,59.56,84.6,84.83,76.2,75.03,81.73,223.0,65.08333333333333,288.0833333333333,71.75,317.25,390.0833333333333
2008-02-01,972.1,19.81,101.84,9.37,78.35093092609011,119.55340977670488,221.1989574283232,308.2236842105263,65.54,57.89,77.68,63.88,60.51,84.73,84.71,76.43,75.05,82.01,223.0,65.08333333333333,288.0833333333333,71.75,317.25,390.0833333333333
2008-03-01,916.2,17.27,101.58,10.1,73.84540984927864,104.22450211225105,220.63423110338837,332.2368421052631,66.02,58.31,77.95,63.95,61.33,85.48,84.93,76.98,75.06,83.38,223.0,65.08333333333333,288.0833333333333,71.75,317.25,390.0833333333333
2008-04-01,862.8,16.5,113.46,10.84,69.5413879261707,99.57754978877489,246.43788010425718,356.57894736842104,66.17,58.91,78.24,64.02,61.56,86.4,85.2,77.69,75.1,83.9,223.0,65.08333333333333,288.0833333333333,71.75,317.25,390.0833333333333
2008-05-01,887.3,16.83,127.35,11.7,71.51607963246553,101.56910078455037,276.6072980017376,384.86842105263156,66.1,59.6,78.57,64.08,61.59,86.98,85.37,78.22,75.11,86.03,223.0,65.08333333333333,288.0833333333333,71.75,317.25,390.0833333333333
2008-06-01,900.5999999999999,17.29,125.715,10.41,72.58805513016844,104.34520217260108,273.05603822762816,342.4342105263158,66.37,60.0,78.8,64.19,61.63,87.49,85.92,78.7,75.12,87.66,223.0,65.08333333333333,288.0833333333333,71.75,317.25,390.0833333333333
2008-07-01,913.9,17.75,124.08,9.12,73.66003062787135,107.12130356065177,269.50477845351867,299.99999999999994,66.74,60.28,79.02,64.3,62.14,87.07,86.01,80.04,75.18,88.3,223.0,65.08333333333333,288.0833333333333,71.75,317.25,390.0833333333333
2008-08-01,829.3,13.61,115.46,7.94,66.84129926654307,82.13639106819552,250.7819287576021,261.1842105263158,67.13,60.69,79.2,64.98,63.14,86.88,86.13,79.8,75.2,86.28,223.0,65.08333333333333,288.0833333333333,71.75,317.25,390.0833333333333
2008-09-01,874.2,12.23,100.64,7.44,70.46022406705892,73.80808690404346,218.59252823631624,244.73684210526318,67.58,61.02,79.37,67.2,63.98,86.86,86.34,79.78,76.12,85.37,223.0,65.08333333333333,288.0833333333333,71.75,317.25,390.0833333333333
2008-10-01,716.8,9.73,67.81,6.78,57.77383734988313,58.72057936028968,147.28496959165943,223.02631578947367,68.05,61.17,79.7,67.21,64.22,87.16,86.24,79.88,78.16,83.22,223.0,65.08333333333333,288.0833333333333,71.75,317.25,390.0833333333333
2008-11-01,816.2,10.19,54.43,6.51,65.78544370113646,61.496680748340374,118.22328410078194,214.14473684210526,68.82,61.67,79.98,67.21,64.57,86.79,86.27,79.72,77.84,79.79,223.0,65.08333333333333,288.0833333333333,71.75,317.25,390.0833333333333
2008-12-01,883.6,11.27,44.6,5.62,71.21786088498429,68.014484007242,96.87228496959166,184.86842105263156,69.3,62.51,80.07,67.21,64.74,86.34,86.4,79.34,77.9,77.11,223.0,65.08333333333333,288.0833333333333,71.75,317.25,390.0833333333333
2009-01-01,927.3,12.56,41.68,4.42,74.74006609172241,75.79963789981895,90.52997393570809,145.39473684210526,69.46,63.2,80.29,67.37,65.88,85.28,86.41,79.72,77.97,76.66,222.16666666666666,63.583333333333336,285.75,81.0,340.5833333333333,432.5
2009-02-01,915.1,12.476666666666667,44.82666666666667,4.07,73.75675022164907,75.29672098169382,97.36461048363742,133.88157894736844,69.61,63.39,80.71,67.63,66.22,85.29,86.02,80.05,77.99,76.92,222.16666666666666,63.583333333333336,285.75,81.0,340.5833333333333,432.5
2009-03-01,902.9,12.393333333333334,47.97333333333333,3.72,72.77343435157572,74.7938040635687,104.19924703156676,122.36842105263159,70.01,63.79,81.02,67.68,66.28,85.43,85.44,80.08,78.03,76.56,222.16666666666666,63.583333333333336,285.75,81.0,340.5833333333333,432.5
2009-04-01,890.7,12.31,51.12,3.37,71.79011848150238,74.29088714544358,111.03388357949609,110.85526315789474,70.25,64.25,81.11,67.71,66.36,86.26,85.16,78.92,78.04,77.61,222.16666666666666,63.583333333333336,285.75,81.0,340.5833333333333,432.5
2009-05-01,978.8,15.6,66.31,3.84,78.89094865801563,94.14604707302352,144.02693310165077,126.3157894736842,70.05,64.61,81.22,67.78,66.37,86.23,84.7,78.88,78.03,78.22,222.16666666666666,63.583333333333336,285.75,81.0,340.5833333333333,432.5
2009-06-01,927.1,13.57,69.89,3.84,74.72394615942612,81.89499094749547,151.80278019113814,126.3157894736842,70.18,64.76,81.34,67.83,66.38,86.61,84.36,79.19,78.03,79.96,222.16666666666666,63.583333333333336,285.75,81.0,340.5833333333333,432.5
2009-07-01,953.7,13.93,69.45,3.65,76.86789715483195,84.06759203379602,150.84708948740226,120.0657894736842,70.37,64.87,81.46,67.9,66.49,85.87,84.18,79.44,78.06,79.87,222.16666666666666,63.583333333333336,285.75,81.0,340.5833333333333,432.5
2009-08-01,951.7,14.9,69.96,2.98,76.7066978318691,89.92154496077248,151.9548218940052,98.02631578947368,70.54,65.01,81.57,68.28,67.18,86.17,84.32,79.63,78.07,80.77,222.16666666666666,63.583333333333336,285.75,81.0,340.5833333333333,432.5
2009-09-01,1008.0,16.64,70.61,4.84,81.24445877327315,100.42245021122511,153.36663770634232,159.21052631578948,70.89,65.29,81.73,69.98,67.38,85.97,84.28,79.53,78.58,79.58,222.16666666666666,63.583333333333336,285.75,81.0,340.5833333333333,432.5
2009-10-01,1039.7,16.25,77.0,5.05,83.79946804223422,98.06879903439952,167.2458731537793,166.11842105263156,71.11,65.66,81.85,69.98,67.44,86.58,84.15,79.67,79.84,79.59,222.16666666666666,63.583333333333336,285.75,81.0,340.5833333333333,432.5
2009-11-01,1067.45,16.535,78.18,5.3100000000000005,86.03610864834368,99.78877489438744,169.80886185925283,174.67105263157896,71.48,65.74,81.96,69.98,67.49,87.05,84.18,79.94,79.95,80.5,222.16666666666666,63.583333333333336,285.75,81.0,340.5833333333333,432.5
2009-12-01,1095.2,16.82,79.36,5.57,88.27274925445313,101.50875075437537,172.37185056472632,183.22368421052633,71.77,66.1,82.19,69.99,67.56,87.03,84.35,79.98,79.98,80.1,222.16666666666666,63.583333333333336,285.75,81.0,340.5833333333333,432.5
2010-01-01,1083.0,16.18,72.89,5.13,87.28943338437978,97.6463488231744,158.31885317115552,168.75,72.55,66.93,82.62,70.22,69.71,86.16,84.3,80.64,80.02,81.45,205.66666666666666,57.5,263.1666666666667,75.25,333.0,417.6666666666667
2010-02-01,1118.3,16.5,79.66,4.81,90.13460143467397,99.57754978877489,173.02345786272807,158.2236842105263,72.97,67.21,82.97,70.41,71.1,86.0,83.66,80.7,80.03,81.4,205.66666666666666,57.5,263.1666666666667,75.25,333.0,417.6666666666667
2010-03-01,1113.3,17.51,83.76,3.87,89.73160312726685,105.67290283645143,181.92875760208517,127.30263157894737,73.49,67.32,83.16,70.46,71.76,86.64,83.67,81.03,80.03,82.78,205.66666666666666,57.5,263.1666666666667,75.25,333.0,417.6666666666667
2010-04-01,1180.1,18.61,86.15,3.92,95.11566051422584,112.31140615570308,187.11989574283234,128.94736842105263,73.26,67.43,83.25,70.5,72.19,87.56,83.58,81.61,80.04,84.02,205.66666666666666,57.5,263.1666666666667,75.25,333.0,417.6666666666667
2010-05-01,1212.2,18.41,73.97,4.34,97.70290964777948,111.10440555220278,160.66463944396176,142.76315789473685,72.79,67.6,83.46,70.56,72.29,87.76,83.55,81.84,80.04,84.4,205.66666666666666,57.5,263.1666666666667,75.25,333.0,417.6666666666667
2010-06-01,1245.5,18.67,75.63,4.62,100.38687837511083,112.67350633675318,164.27019982623804,151.97368421052633,72.77,67.46,83.64,70.63,72.65,87.91,83.73,81.77,80.04,84.19,205.66666666666666,57.5,263.1666666666667,75.25,333.0,417.6666666666667
2010-07-01,1181.7,17.99,78.95,4.92,95.24461997259611,108.56970428485214,171.48132059079063,161.8421052631579,72.93,67.45,83.76,70.71,72.72,87.52,83.9,82.82,80.06,84.81,205.66666666666666,57.5,263.1666666666667,75.25,333.0,417.6666666666667
2010-08-01,1244.75,19.895,79.46000000000001,4.395,100.32642862899976,120.06638503319252,172.5890529973936,144.5723684210526,73.13,67.5,83.89,71.31,72.85,87.74,84.26,82.73,80.06,84.87,205.66666666666666,57.5,263.1666666666667,75.25,333.0,417.6666666666667
2010-09-01,1307.8,21.8,79.97,3.87,105.40823728540339,131.56306578153288,173.69678540399653,127.30263157894737,73.52,67.57,84.01,73.24,72.92,87.8,84.34,82.84,80.53,84.99,205.66666666666666,57.5,263.1666666666667,75.25,333.0,417.6666666666667
2010-10-01,1357.1,24.56,81.43,4.04,109.38180059643747,148.21967410983706,176.86794092093834,132.89473684210526,73.97,67.87,84.11,73.24,72.95,88.6,84.47,83.97,81.68,85.12,205.66666666666666,57.5,263.1666666666667,75.25,333.0,417.6666666666667
2010-11-01,1385.0,28.18,84.11,4.18,111.63053115176915,170.06638503319252,182.68896611642052,137.5,74.56,68.24,84.22,73.24,73.04,89.08,84.64,84.28,81.78,85.87,205.66666666666666,57.5,263.1666666666667,75.25,333.0,417.6666666666667
2010-12-01,1421.1,30.91,91.38,4.41,114.54017893124848,186.54194327097164,198.47958297132928,145.0657894736842,74.93,68.97,84.36,73.24,73.23,89.63,84.95,84.55,81.8,87.5,205.66666666666666,57.5,263.1666666666667,75.25,333.0,417.6666666666667
2011-01-01,1333.8,28.17,92.19,4.42,107.50382848392034,170.00603500301753,200.23892267593396,145.39473684210526,75.3,69.95,84.55,73.47,74.04,88.98,85.06,86.92,81.88,88.77,202.91666666666666,62.083333333333336,265.0,89.66666666666667,377.1666666666667,476.5
2011-02-01,1409.3,33.8,96.97,4.04,113.58910292576769,203.98310199155097,210.62119895742833,132.89473684210526,75.58,70.42,84.72,73.57,74.22,89.09,84.91,87.19,81.9,89.5,202.91666666666666,62.083333333333336,265.0,89.66666666666667,377.1666666666667,476.5
2011-03-01,1438.9,37.87,106.72,4.39,115.9748529056178,228.5455642727821,231.79843614248477,144.4078947368421,75.72,71.05,84.9,73.6,74.1,89.75,85.19,87.55,81.82,90.89,202.91666666666666,62.083333333333336,265.0,89.66666666666667,377.1666666666667,476.5
2011-04-01,1556.0,48.58,113.93,4.7,125.41307326509228,293.1804465902233,247.45873153779323,154.60526315789474,75.72,71.46,85.07,73.65,74.08,90.87,85.43,88.17,81.83,91.82,202.91666666666666,62.083333333333336,265.0,89.66666666666667,377.1666666666667,476.5
2011-05-01,1529.15,41.695,104.67500000000001,4.535,123.24897235431611,251.62945081472537,227.35664639443965,149.17763157894737,75.16,71.82,85.24,73.67,74.34,90.84,85.66,88.06,81.83,91.06,202.91666666666666,62.083333333333336,265.0,89.66666666666667,377.1666666666667,476.5
2011-06-01,1502.3,34.81,95.42,4.37,121.08487144353992,210.07845503922752,207.25456125108602,143.75,75.16,72.09,85.4,73.73,74.47,90.71,85.73,87.99,81.84,90.83,202.91666666666666,62.083333333333336,265.0,89.66666666666667,377.1666666666667,476.5
2011-07-01,1628.3,40.09,95.7,4.14,131.24042879019908,241.9432709716355,207.8627280625543,136.18421052631578,75.52,72.32,85.49,73.78,74.67,90.23,85.89,88.92,81.86,91.38,202.91666666666666,62.083333333333336,265.0,89.66666666666667,377.1666666666667,476.5
2011-08-01,1828.5,41.7,88.81,4.05,147.3764810187797,251.65962582981294,192.89748045178106,133.2236842105263,75.64,72.33,85.58,74.77,74.79,90.34,86.07,88.75,81.86,91.21,202.91666666666666,62.083333333333336,265.0,89.66666666666667,377.1666666666667,476.5
2011-09-01,1620.4,30.04,79.2,3.67,130.60369146449585,181.2914906457453,172.02432667245876,120.7236842105263,75.82,72.52,85.71,76.27,74.82,90.56,86.26,88.83,82.37,91.74,202.91666666666666,62.083333333333336,265.0,89.66666666666667,377.1666666666667,476.5
2011-10-01,1724.2,34.34,93.19,3.93,138.96993632626743,207.24200362100183,202.41094700260643,129.2763157894737,76.33,72.94,85.84,76.31,74.84,91.27,86.32,89.22,84.02,91.58,202.91666666666666,62.083333333333336,265.0,89.66666666666667,377.1666666666667,476.5
2011-11-01,1745.5,32.73,100.36,3.55,140.6867091158217,197.52564876282437,217.98436142484798,116.77631578947367,77.16,73.3,85.96,76.31,74.88,91.64,86.48,89.37,84.09,91.94,202.91666666666666,62.083333333333336,265.0,89.66666666666667,377.1666666666667,476.5
2011-12-01,1565.8,27.88,98.83,2.99,126.20294994761021,168.25588412794207,214.6611642050391,98.35526315789474,77.79,74.02,86.08,76.31,74.98,91.76,86.76,89.43,84.09,91.77,202.91666666666666,62.083333333333336,265.0,89.66666666666667,377.1666666666667,476.5
2012-01-01,1637.85,31.229999999999997,102.94999999999999,2.805,132.01015555734665,188.4731442365721,223.60990443092962,92.26973684210526,78.34,74.97,86.23,76.64,75.47,90.75,86.98,89.9,84.16,93.46,227.0,67.91666666666667,294.9166666666667,87.66666666666667,363.0833333333333,462.4166666666667
2012-02-01,1709.9,34.58,107.07,2.62,137.8173611670831,208.69040434520215,232.55864465682015,86.1842105263158,78.5,75.56,86.4,76.82,75.11,90.85,87.08,90.05,84.18,94.23,227.0,67.91666666666667,294.9166666666667,87.66666666666667,363.0833333333333,462.4166666666667
2012-03-01,1669.3,32.47,103.02,2.13,134.54501491093737,195.956547978274,223.7619461337967,70.0657894736842,78.55,75.76,86.55,76.82,74.56,91.46,87.16,90.27,84.19,95.65,227.0,67.91666666666667,294.9166666666667,87.66666666666667,363.0833333333333,462.4166666666667
2012-04-01,1615.9499999999998,30.104999999999997,94.775,2.275,130.2450229709035,181.68376584188292,205.8536055603823,74.83552631578947,78.3,76.05,86.69,76.84,74.49,92.74,87.38,92.28,84.18,96.23,227.0,67.91666666666667,294.9166666666667,87.66666666666667,363.0833333333333,462.4166666666667
2012-05-01,1562.6,27.74,86.53,2.42,125.94503103086964,167.41098370549184,187.94526498696786,79.60526315789474,78.05,76.36,86.83,77.01,74.59,92.61,87.22,92.52,84.18,94.89,227.0,67.91666666666667,294.9166666666667,87.66666666666667,363.0833333333333,462.4166666666667
2012-06-01,1603.5,27.58,84.96,2.82,129.2415571854598,166.4453832226916,184.53518679409208,92.76315789473684,78.41,76.72,86.98,77.13,74.69,92.43,87.57,92.35,84.19,93.46,227.0,67.91666666666667,294.9166666666667,87.66666666666667,363.0833333333333,462.4166666666667
2012-07-01,1644.05,29.475,90.715,2.8099999999999996,132.50987345853147,177.88171394085697,197.0351867940921,92.43421052631578,78.85,77.09,87.13,77.2,74.71,92.22,87.44,93.75,84.19,94.83,227.0,67.91666666666667,294.9166666666667,87.66666666666667,363.0833333333333,462.4166666666667
2012-08-01,1684.6,31.37,96.47,2.8,135.7781897316031,189.31804465902232,209.53518679409208,92.10526315789474,79.09,77.26,87.25,77.94,74.77,92.74,87.81,94.05,84.19,96.8,227.0,67.91666666666667,294.9166666666667,87.66666666666667,363.0833333333333,462.4166666666667
2012-09-01,1771.1,34.52,92.19,3.32,142.7500604497461,208.32830416415212,200.23892267593396,109.21052631578947,79.44,77.53,87.41,79.72,74.89,93.65,88.24,95.27,84.93,98.33,227.0,67.91666666666667,294.9166666666667,87.66666666666667,363.0833333333333,462.4166666666667
2012-10-01,1717.5,32.29,86.24,3.69,138.4299185943419,194.8702474351237,187.31537793223282,121.38157894736841,79.84,77.81,87.55,79.72,75.02,94.44,88.51,94.68,92.77,97.54,227.0,67.91666666666667,294.9166666666667,87.66666666666667,363.0833333333333,462.4166666666667
2012-11-01,1710.9,33.2,88.91,3.56,137.89796082856452,200.3621001810501,193.1146828844483,117.10526315789474,80.38,78.18,87.7,79.72,75.26,94.33,88.95,94.54,92.81,94.77,227.0,67.91666666666667,294.9166666666667,87.66666666666667,363.0833333333333,462.4166666666667
2012-12-01,1674.8,30.17,91.82,3.35,134.98831304908518,182.07604103802052,199.43527367506516,110.19736842105263,80.57,78.54,87.85,79.73,75.32,94.39,89.39,94.48,92.94,94.61,227.0,67.91666666666667,294.9166666666667,87.66666666666667,363.0833333333333,462.4166666666667
2013-01-01,1660.6,31.33,97.49,3.34,133.84379785604898,189.07664453832226,211.750651607298,109.86842105263158,80.89,78.88,88.02,80.12,75.94,93.19,89.73,93.85,92.96,95.51,242.58333333333334,79.91666666666667,322.5,87.5,391.75,492.4166666666667
2013-02-01,1577.7,28.4,92.05,3.49,127.16208591923915,171.39408569704284,199.9348392701998,114.80263157894737,81.29,79.03,88.2,80.32,76.78,93.35,89.49,94.04,92.96,96.84,242.58333333333334,79.91666666666667,322.5,87.5,391.75,492.4166666666667
2013-03-01,1594.8,28.29,97.23,4.02,128.54034013057145,170.73023536511766,211.18592528236317,132.23684210526315,81.89,79.23,88.36,80.33,77.07,93.68,89.39,94.17,92.92,96.3,242.58333333333334,79.91666666666667,322.5,87.5,391.75,492.4166666666667
2013-04-01,1472.2,24.14,93.46,4.34,118.65882163294914,145.68497284248642,202.997393570808,142.76315789473685,81.94,79.46,88.51,80.35,79.16,94.03,89.66,92.72,92.93,95.57,242.58333333333334,79.91666666666667,322.5,87.5,391.75,492.4166666666667
2013-05-01,1392.6,22.23,91.97,3.98,112.24308857902795,134.15811707905854,199.76107732406604,130.92105263157893,81.67,79.71,88.68,80.4,79.44,94.2,90.21,92.65,92.93,94.77,242.58333333333334,79.91666666666667,322.5,87.5,391.75,492.4166666666667
2013-06-01,1223.8,19.45,96.56,3.57,98.63786572096397,117.38080869040435,209.73066898349262,117.43421052631578,81.62,79.75,88.9,80.48,80.03,94.34,90.77,92.72,92.93,95.03,242.58333333333334,79.91666666666667,322.5,87.5,391.75,492.4166666666667
